3.141593,1.000000,0.800000
3.141593,1.000944,0.794472
3.141593,1.001888,0.788944
3.141593,1.002832,0.783416
3.141593,1.003776,0.777888
3.141593,1.004720,0.772360
3.141593,1.005664,0.766832
3.141593,1.006608,0.761304
3.141593,1.007552,0.755776
3.141593,1.008496,0.750248
3.141593,1.009440,0.744720
3.141593,1.010384,0.739192
3.141593,1.011328,0.733664
3.141593,1.012272,0.728136
3.141593,1.013216,0.722608
3.141593,1.014160,0.717080
3.141593,1.015104,0.711552
3.141593,1.016048,0.706024
3.141593,1.016992,0.700496
3.141593,1.017936,0.694968
3.141593,1.018880,0.689440
3.141593,1.019824,0.683912
3.141593,1.020768,0.678384
3.141593,1.021712,0.672856
3.141593,1.022656,0.667328
3.141593,1.023600,0.661800
3.141593,1.024544,0.656272
3.141593,1.025488,0.650744
3.141593,1.026432,0.645216
3.141593,1.027376,0.639688
3.141593,1.028320,0.634160
3.141593,1.029264,0.628632
3.141593,1.030208,0.623104
3.141593,1.031152,0.617576
3.141593,1.032096,0.612048
3.141593,1.033040,0.606520
3.141593,1.033984,0.600992
3.141593,1.034928,0.595464
3.141593,1.035872,0.589936
3.141593,1.036816,0.584408
3.141593,1.037760,0.578880
3.141593,1.038704,0.573352
3.141593,1.039648,0.567824
3.141593,1.040592,0.562296
3.141593,1.041536,0.556768
3.141593,1.042480,0.551240
3.141593,1.043424,0.545712
3.141593,1.044368,0.540184
3.141593,1.045312,0.534656
3.141593,1.046256,0.529128
3.141593,1.047200,0.523600
3.141593,1.096012,0.498664
3.141593,1.144752,0.473763
3.141593,1.193349,0.448931
3.141593,1.241732,0.424203
3.141593,1.289829,0.399614
3.141593,1.337569,0.375199
3.141593,1.384880,0.350992
3.141593,1.431691,0.327028
3.141593,1.477931,0.303342
3.141593,1.523528,0.279969
3.141593,1.568410,0.256943
3.141593,1.612507,0.234299
3.141593,1.655746,0.212072
3.141593,1.698056,0.190296
3.141593,1.739366,0.169006
3.141593,1.779605,0.148237
3.141593,1.818700,0.128024
3.141593,1.856581,0.108401
3.141593,1.893176,0.089404
3.141593,1.928414,0.071066
3.141593,1.962222,0.053423
3.141593,1.994531,0.036509
3.141593,2.025268,0.020359
3.141593,2.054361,0.005007
3.141593,2.081740,-0.009510
3.141593,2.107333,-0.023160
3.141593,2.131069,-0.035907
3.141593,2.152875,-0.047716
3.141593,2.172681,-0.058552
3.141593,2.190416,-0.068382
3.141593,2.206007,-0.077169
3.141593,2.219383,-0.084881
3.141593,2.230474,-0.091481
3.141593,2.239206,-0.096934
3.141593,2.245510,-0.101207
3.141593,2.249313,-0.104265
3.141593,2.250544,-0.106073
3.141593,2.249132,-0.106595
3.141593,2.245005,-0.105798
3.141593,2.238092,-0.103646
3.141593,2.228321,-0.100106
3.141593,2.215621,-0.095141
3.141593,2.199921,-0.088718
3.141593,2.181148,-0.080802
3.141593,2.159232,-0.071358
3.141593,2.134101,-0.060350
3.141593,2.105684,-0.047746
3.141593,2.073909,-0.033509
3.141593,2.038705,-0.017605
3.141593,2.000000,0.000000
3.141593,1.957763,0.019323
3.141593,1.912118,0.040308
3.141593,1.863232,0.062878
3.141593,1.811270,0.086958
3.141593,1.756396,0.112473
3.141593,1.698776,0.139348
3.141593,1.638575,0.167507
3.141593,1.575959,0.196875
3.141593,1.511092,0.227376
3.141593,1.444140,0.258935
3.141593,1.375268,0.291477
3.141593,1.304641,0.324926
3.141593,1.232425,0.359207
3.141593,1.158785,0.394244
3.141593,1.083885,0.429963
3.141593,1.007891,0.466287
3.141593,0.930969,0.503142
3.141593,0.853282,0.540452
3.141593,0.774997,0.578142
3.141593,0.696280,0.616135
3.141593,0.617295,0.654358
3.141593,0.538207,0.692734
3.141593,0.459181,0.731189
3.141593,0.380383,0.769646
3.141593,0.301979,0.808031
3.141593,0.224132,0.846268
3.141593,0.147009,0.884281
3.141593,0.070774,0.921996
3.141593,-0.004407,0.959337
3.141593,-0.078369,0.996228
3.141593,-0.150947,1.032595
3.141593,-0.221975,1.068361
3.141593,-0.291290,1.103452
3.141593,-0.358724,1.137792
3.141593,-0.424113,1.171305
